Zipcode,ZoneName,Small,Medium,Large,ShippingClass,,,ZipZoneID,ZipCode,ZoneID,ShippingClass,ZoneName
48299,5,37,65,83,No Shipping Class Assigned,,,,,,,
48301,5,37,65,83,No Shipping Class Assigned,,,,,,,
48302,5,37,65,83,No Shipping Class Assigned,,,,,,,
48303,5,37,65,83,No Shipping Class Assigned,,,,,,,
48304,5,37,65,83,No Shipping Class Assigned,,,,,,,
48306,5,37,65,83,No Shipping Class Assigned,,,,,,,
48307,5,37,65,83,No Shipping Class Assigned,,,,,,,
48308,5,37,65,83,No Shipping Class Assigned,,,,,,,
48309,5,37,65,83,No Shipping Class Assigned,,,,,,,
48310,5,37,65,83,No Shipping Class Assigned,,,,,,,
48311,5,37,65,83,No Shipping Class Assigned,,,,,,,
48312,5,37,65,83,No Shipping Class Assigned,,,,,,,
48313,5,37,65,83,No Shipping Class Assigned,,,,,,,
48314,5,37,65,83,No Shipping Class Assigned,,,,,,,
48315,5,37,65,83,No Shipping Class Assigned,,,,,,,
48316,5,37,65,83,No Shipping Class Assigned,,,,,,,
48317,5,37,65,83,No Shipping Class Assigned,,,,,,,
48318,5,37,65,83,No Shipping Class Assigned,,,,,,,
48320,5,37,65,83,No Shipping Class Assigned,,,,,,,
48321,5,37,65,83,No Shipping Class Assigned,,,,,,,
48322,5,37,65,83,No Shipping Class Assigned,,,,,,,
48323,5,37,65,83,No Shipping Class Assigned,,,,,,,
48324,5,37,65,83,No Shipping Class Assigned,,,,,,,
48325,5,37,65,83,No Shipping Class Assigned,,,,,,,
48326,5,37,65,83,No Shipping Class Assigned,,,,,,,
48327,5,37,65,83,No Shipping Class Assigned,,,,,,,
48328,5,37,65,83,No Shipping Class Assigned,,,,,,,
48329,5,37,65,83,No Shipping Class Assigned,,,,,,,
48330,5,37,65,83,No Shipping Class Assigned,,,,,,,
48331,5,37,65,83,No Shipping Class Assigned,,,,,,,
48332,5,37,65,83,No Shipping Class Assigned,,,,,,,
48333,5,37,65,83,No Shipping Class Assigned,,,,,,,
48334,5,37,65,83,No Shipping Class Assigned,,,,,,,
48335,5,37,65,83,No Shipping Class Assigned,,,,,,,
48336,5,37,65,83,No Shipping Class Assigned,,,,,,,
48340,5,37,65,83,No Shipping Class Assigned,,,,,,,
48341,5,37,65,83,No Shipping Class Assigned,,,,,,,
48342,5,37,65,83,No Shipping Class Assigned,,,,,,,
48343,5,37,65,83,No Shipping Class Assigned,,,,,,,
48346,5,37,65,83,No Shipping Class Assigned,,,,,,,
48347,5,37,65,83,No Shipping Class Assigned,,,,,,,
48348,5,37,65,83,No Shipping Class Assigned,,,,,,,
48350,5,37,65,83,No Shipping Class Assigned,,,,,,,
48353,5,37,65,83,No Shipping Class Assigned,,,,,,,
48356,5,37,65,83,No Shipping Class Assigned,,,,,,,
48357,5,37,65,83,No Shipping Class Assigned,,,,,,,
48359,5,37,65,83,No Shipping Class Assigned,,,,,,,
48360,5,37,65,83,No Shipping Class Assigned,,,,,,,
48361,5,37,65,83,No Shipping Class Assigned,,,,,,,
48362,5,37,65,83,No Shipping Class Assigned,,,,,,,
48363,5,37,65,83,No Shipping Class Assigned,,,,,,,
48366,5,37,65,83,No Shipping Class Assigned,,,,,,,
48367,5,37,65,83,No Shipping Class Assigned,,,,,,,
48370,5,37,65,83,No Shipping Class Assigned,,,,,,,
48371,5,37,65,83,No Shipping Class Assigned,,,,,,,
48374,5,37,65,83,No Shipping Class Assigned,,,,,,,
48375,5,37,65,83,No Shipping Class Assigned,,,,,,,
48376,5,37,65,83,No Shipping Class Assigned,,,,,,,
48377,5,37,65,83,No Shipping Class Assigned,,,,,,,
48380,5,37,65,83,No Shipping Class Assigned,,,,,,,
48381,5,37,65,83,No Shipping Class Assigned,,,,,,,
48382,5,37,65,83,No Shipping Class Assigned,,,,,,,
48383,5,37,65,83,No Shipping Class Assigned,,,,,,,
48386,5,37,65,83,No Shipping Class Assigned,,,,,,,
48387,5,37,65,83,No Shipping Class Assigned,,,,,,,
48390,5,37,65,83,No Shipping Class Assigned,,,,,,,
48391,5,37,65,83,No Shipping Class Assigned,,,,,,,
48393,5,37,65,83,No Shipping Class Assigned,,,,,,,
48397,5,37,65,83,No Shipping Class Assigned,,,,,,,
48398,5,37,65,83,No Shipping Class Assigned,,,,,,,
48401,5,37,65,83,No Shipping Class Assigned,,,,,,,
48410,5,37,65,83,No Shipping Class Assigned,,,,,,,
48411,5,37,65,83,No Shipping Class Assigned,,,,,,,
48412,5,37,65,83,No Shipping Class Assigned,,,,,,,
48413,5,37,65,83,No Shipping Class Assigned,,,,,,,
48414,5,37,65,83,No Shipping Class Assigned,,,,,,,
48415,5,37,65,83,No Shipping Class Assigned,,,,,,,
48416,5,37,65,83,No Shipping Class Assigned,,,,,,,
48417,5,37,65,83,No Shipping Class Assigned,,,,,,,
48418,5,37,65,83,No Shipping Class Assigned,,,,,,,
48419,5,37,65,83,No Shipping Class Assigned,,,,,,,
48420,5,37,65,83,No Shipping Class Assigned,,,,,,,
48421,5,37,65,83,No Shipping Class Assigned,,,,,,,
48422,5,37,65,83,No Shipping Class Assigned,,,,,,,
48423,5,37,65,83,No Shipping Class Assigned,,,,,,,
48426,5,37,65,83,No Shipping Class Assigned,,,,,,,
48427,5,37,65,83,No Shipping Class Assigned,,,,,,,
48428,5,37,65,83,No Shipping Class Assigned,,,,,,,
48429,5,37,65,83,No Shipping Class Assigned,,,,,,,
48430,5,37,65,83,No Shipping Class Assigned,,,,,,,
48432,5,37,65,83,No Shipping Class Assigned,,,,,,,
48433,5,37,65,83,No Shipping Class Assigned,,,,,,,
48434,5,37,65,83,No Shipping Class Assigned,,,,,,,
48435,5,37,65,83,No Shipping Class Assigned,,,,,,,
48436,5,37,65,83,No Shipping Class Assigned,,,,,,,
48437,5,37,65,83,No Shipping Class Assigned,,,,,,,
48438,5,37,65,83,No Shipping Class Assigned,,,,,,,
48439,5,37,65,83,No Shipping Class Assigned,,,,,,,
48440,5,37,65,83,No Shipping Class Assigned,,,,,,,
48441,5,37,65,83,No Shipping Class Assigned,,,,,,,
48442,5,37,65,83,No Shipping Class Assigned,,,,,,,
48444,5,37,65,83,No Shipping Class Assigned,,,,,,,
48445,5,37,65,83,No Shipping Class Assigned,,,,,,,
48446,5,37,65,83,No Shipping Class Assigned,,,,,,,
48449,5,37,65,83,No Shipping Class Assigned,,,,,,,
48450,5,37,65,83,No Shipping Class Assigned,,,,,,,
48451,5,37,65,83,No Shipping Class Assigned,,,,,,,
48453,5,37,65,83,No Shipping Class Assigned,,,,,,,
48454,5,37,65,83,No Shipping Class Assigned,,,,,,,
48455,5,37,65,83,No Shipping Class Assigned,,,,,,,
48456,5,37,65,83,No Shipping Class Assigned,,,,,,,
48457,5,37,65,83,No Shipping Class Assigned,,,,,,,
48458,5,37,65,83,No Shipping Class Assigned,,,,,,,
48460,5,37,65,83,No Shipping Class Assigned,,,,,,,
48461,5,37,65,83,No Shipping Class Assigned,,,,,,,
48462,5,37,65,83,No Shipping Class Assigned,,,,,,,
48463,5,37,65,83,No Shipping Class Assigned,,,,,,,
48464,5,37,65,83,No Shipping Class Assigned,,,,,,,
48465,5,37,65,83,No Shipping Class Assigned,,,,,,,
48466,5,37,65,83,No Shipping Class Assigned,,,,,,,
48467,5,37,65,83,No Shipping Class Assigned,,,,,,,
48468,5,37,65,83,No Shipping Class Assigned,,,,,,,
48469,5,37,65,83,No Shipping Class Assigned,,,,,,,
48470,5,37,65,83,No Shipping Class Assigned,,,,,,,
48471,5,37,65,83,No Shipping Class Assigned,,,,,,,
48472,5,37,65,83,No Shipping Class Assigned,,,,,,,
48473,5,37,65,83,No Shipping Class Assigned,,,,,,,
48475,5,37,65,83,No Shipping Class Assigned,,,,,,,
48476,5,37,65,83,No Shipping Class Assigned,,,,,,,
48480,5,37,65,83,No Shipping Class Assigned,,,,,,,
48501,5,37,65,83,No Shipping Class Assigned,,,,,,,
48502,5,37,65,83,No Shipping Class Assigned,,,,,,,
48503,5,37,65,83,No Shipping Class Assigned,,,,,,,
48504,5,37,65,83,No Shipping Class Assigned,,,,,,,
48505,5,37,65,83,No Shipping Class Assigned,,,,,,,
48506,5,37,65,83,No Shipping Class Assigned,,,,,,,
48507,5,37,65,83,No Shipping Class Assigned,,,,,,,
48509,5,37,65,83,No Shipping Class Assigned,,,,,,,
48519,5,37,65,83,No Shipping Class Assigned,,,,,,,
48529,5,37,65,83,No Shipping Class Assigned,,,,,,,
48531,5,37,65,83,No Shipping Class Assigned,,,,,,,
48532,5,37,65,83,No Shipping Class Assigned,,,,,,,
48550,5,37,65,83,No Shipping Class Assigned,,,,,,,
48551,5,37,65,83,No Shipping Class Assigned,,,,,,,
48552,5,37,65,83,No Shipping Class Assigned,,,,,,,
48553,5,37,65,83,No Shipping Class Assigned,,,,,,,
48554,5,37,65,83,No Shipping Class Assigned,,,,,,,
48555,5,37,65,83,No Shipping Class Assigned,,,,,,,
48556,5,37,65,83,No Shipping Class Assigned,,,,,,,
48557,5,37,65,83,No Shipping Class Assigned,,,,,,,
48559,5,37,65,83,No Shipping Class Assigned,,,,,,,
48601,5,37,65,83,No Shipping Class Assigned,,,,,,,
48602,5,37,65,83,No Shipping Class Assigned,,,,,,,
48603,5,37,65,83,No Shipping Class Assigned,,,,,,,
48604,5,37,65,83,No Shipping Class Assigned,,,,,,,
48605,5,37,65,83,No Shipping Class Assigned,,,,,,,
48606,5,37,65,83,No Shipping Class Assigned,,,,,,,
48607,5,37,65,83,No Shipping Class Assigned,,,,,,,
48608,5,37,65,83,No Shipping Class Assigned,,,,,,,
48609,5,37,65,83,No Shipping Class Assigned,,,,,,,
48610,5,37,65,83,No Shipping Class Assigned,,,,,,,
48611,5,37,65,83,No Shipping Class Assigned,,,,,,,
48612,5,37,65,83,No Shipping Class Assigned,,,,,,,
48613,5,37,65,83,No Shipping Class Assigned,,,,,,,
48614,5,37,65,83,No Shipping Class Assigned,,,,,,,
48615,5,37,65,83,No Shipping Class Assigned,,,,,,,
48616,5,37,65,83,No Shipping Class Assigned,,,,,,,
48617,5,37,65,83,No Shipping Class Assigned,,,,,,,
48618,5,37,65,83,No Shipping Class Assigned,,,,,,,
48619,5,37,65,83,No Shipping Class Assigned,,,,,,,
48620,5,37,65,83,No Shipping Class Assigned,,,,,,,
48621,5,37,65,83,No Shipping Class Assigned,,,,,,,
48622,5,37,65,83,No Shipping Class Assigned,,,,,,,
48623,5,37,65,83,No Shipping Class Assigned,,,,,,,
48624,5,37,65,83,No Shipping Class Assigned,,,,,,,
48625,5,37,65,83,No Shipping Class Assigned,,,,,,,
48626,5,37,65,83,No Shipping Class Assigned,,,,,,,
48627,5,37,65,83,No Shipping Class Assigned,,,,,,,
48628,5,37,65,83,No Shipping Class Assigned,,,,,,,
48629,5,37,65,83,No Shipping Class Assigned,,,,,,,
48630,5,37,65,83,No Shipping Class Assigned,,,,,,,
48631,5,37,65,83,No Shipping Class Assigned,,,,,,,
48632,5,37,65,83,No Shipping Class Assigned,,,,,,,
48633,5,37,65,83,No Shipping Class Assigned,,,,,,,
48634,5,37,65,83,No Shipping Class Assigned,,,,,,,
48635,5,37,65,83,No Shipping Class Assigned,,,,,,,
48636,5,37,65,83,No Shipping Class Assigned,,,,,,,
48637,5,37,65,83,No Shipping Class Assigned,,,,,,,
48638,5,37,65,83,No Shipping Class Assigned,,,,,,,
48640,5,37,65,83,No Shipping Class Assigned,,,,,,,
48641,5,37,65,83,No Shipping Class Assigned,,,,,,,
48642,5,37,65,83,No Shipping Class Assigned,,,,,,,
48647,5,37,65,83,No Shipping Class Assigned,,,,,,,
48649,5,37,65,83,No Shipping Class Assigned,,,,,,,
48650,5,37,65,83,No Shipping Class Assigned,,,,,,,
48651,5,37,65,83,No Shipping Class Assigned,,,,,,,
48652,5,37,65,83,No Shipping Class Assigned,,,,,,,
48653,5,37,65,83,No Shipping Class Assigned,,,,,,,
48654,5,37,65,83,No Shipping Class Assigned,,,,,,,
48655,5,37,65,83,No Shipping Class Assigned,,,,,,,
48656,5,37,65,83,No Shipping Class Assigned,,,,,,,
48657,5,37,65,83,No Shipping Class Assigned,,,,,,,
48658,5,37,65,83,No Shipping Class Assigned,,,,,,,
48659,5,37,65,83,No Shipping Class Assigned,,,,,,,
48661,5,37,65,83,No Shipping Class Assigned,,,,,,,
48662,5,37,65,83,No Shipping Class Assigned,,,,,,,
48663,5,37,65,83,No Shipping Class Assigned,,,,,,,
48667,5,37,65,83,No Shipping Class Assigned,,,,,,,
48670,5,37,65,83,No Shipping Class Assigned,,,,,,,
48674,5,37,65,83,No Shipping Class Assigned,,,,,,,
48686,5,37,65,83,No Shipping Class Assigned,,,,,,,
48701,5,37,65,83,No Shipping Class Assigned,,,,,,,
48703,5,37,65,83,No Shipping Class Assigned,,,,,,,
48705,5,37,65,83,No Shipping Class Assigned,,,,,,,
48706,5,37,65,83,No Shipping Class Assigned,,,,,,,
48707,5,37,65,83,No Shipping Class Assigned,,,,,,,
48708,5,37,65,83,No Shipping Class Assigned,,,,,,,
48710,5,37,65,83,No Shipping Class Assigned,,,,,,,
48720,5,37,65,83,No Shipping Class Assigned,,,,,,,
48721,5,37,65,83,No Shipping Class Assigned,,,,,,,
48722,5,37,65,83,No Shipping Class Assigned,,,,,,,
48723,5,37,65,83,No Shipping Class Assigned,,,,,,,
48724,5,37,65,83,No Shipping Class Assigned,,,,,,,
48725,5,37,65,83,No Shipping Class Assigned,,,,,,,
48726,5,37,65,83,No Shipping Class Assigned,,,,,,,
48727,5,37,65,83,No Shipping Class Assigned,,,,,,,
48728,5,37,65,83,No Shipping Class Assigned,,,,,,,
48729,5,37,65,83,No Shipping Class Assigned,,,,,,,
48730,5,37,65,83,No Shipping Class Assigned,,,,,,,
48731,5,37,65,83,No Shipping Class Assigned,,,,,,,
48732,5,37,65,83,No Shipping Class Assigned,,,,,,,
48733,5,37,65,83,No Shipping Class Assigned,,,,,,,
48734,5,37,65,83,No Shipping Class Assigned,,,,,,,
48735,5,37,65,83,No Shipping Class Assigned,,,,,,,
48736,5,37,65,83,No Shipping Class Assigned,,,,,,,
48737,5,37,65,83,No Shipping Class Assigned,,,,,,,
48738,5,37,65,83,No Shipping Class Assigned,,,,,,,
48739,5,37,65,83,No Shipping Class Assigned,,,,,,,
48740,5,37,65,83,No Shipping Class Assigned,,,,,,,
48741,5,37,65,83,No Shipping Class Assigned,,,,,,,
48742,5,37,65,83,No Shipping Class Assigned,,,,,,,
48743,5,37,65,83,No Shipping Class Assigned,,,,,,,
48744,5,37,65,83,No Shipping Class Assigned,,,,,,,
48745,5,37,65,83,No Shipping Class Assigned,,,,,,,
48746,5,37,65,83,No Shipping Class Assigned,,,,,,,
48747,5,37,65,83,No Shipping Class Assigned,,,,,,,
48748,5,37,65,83,No Shipping Class Assigned,,,,,,,
48749,5,37,65,83,No Shipping Class Assigned,,,,,,,
48750,5,37,65,83,No Shipping Class Assigned,,,,,,,
48753,5,37,65,83,No Shipping Class Assigned,,,,,,,
48754,5,37,65,83,No Shipping Class Assigned,,,,,,,
48755,5,37,65,83,No Shipping Class Assigned,,,,,,,
48756,5,37,65,83,No Shipping Class Assigned,,,,,,,
48757,5,37,65,83,No Shipping Class Assigned,,,,,,,
48758,5,37,65,83,No Shipping Class Assigned,,,,,,,
48759,5,37,65,83,No Shipping Class Assigned,,,,,,,
48760,5,37,65,83,No Shipping Class Assigned,,,,,,,
48761,5,37,65,83,No Shipping Class Assigned,,,,,,,
48762,5,37,65,83,No Shipping Class Assigned,,,,,,,
48763,5,37,65,83,No Shipping Class Assigned,,,,,,,
48764,5,37,65,83,No Shipping Class Assigned,,,,,,,
48765,5,37,65,83,No Shipping Class Assigned,,,,,,,
48766,5,37,65,83,No Shipping Class Assigned,,,,,,,
48767,5,37,65,83,No Shipping Class Assigned,,,,,,,
48768,5,37,65,83,No Shipping Class Assigned,,,,,,,
48769,5,37,65,83,No Shipping Class Assigned,,,,,,,
48770,5,37,65,83,No Shipping Class Assigned,,,,,,,
48787,5,37,65,83,No Shipping Class Assigned,,,,,,,
48801,5,37,65,83,No Shipping Class Assigned,,,,,,,
48802,5,37,65,83,No Shipping Class Assigned,,,,,,,
48804,5,37,65,83,No Shipping Class Assigned,,,,,,,
48805,5,37,65,83,No Shipping Class Assigned,,,,,,,
48806,5,37,65,83,No Shipping Class Assigned,,,,,,,
48807,5,37,65,83,No Shipping Class Assigned,,,,,,,
48808,5,37,65,83,No Shipping Class Assigned,,,,,,,
48809,5,37,65,83,No Shipping Class Assigned,,,,,,,
48811,5,37,65,83,No Shipping Class Assigned,,,,,,,
48812,5,37,65,83,No Shipping Class Assigned,,,,,,,
48813,5,37,65,83,No Shipping Class Assigned,,,,,,,
48815,5,37,65,83,No Shipping Class Assigned,,,,,,,
48816,5,37,65,83,No Shipping Class Assigned,,,,,,,
48817,5,37,65,83,No Shipping Class Assigned,,,,,,,
48818,5,37,65,83,No Shipping Class Assigned,,,,,,,
48819,5,37,65,83,No Shipping Class Assigned,,,,,,,
48820,5,37,65,83,No Shipping Class Assigned,,,,,,,
48821,5,37,65,83,No Shipping Class Assigned,,,,,,,
48822,5,37,65,83,No Shipping Class Assigned,,,,,,,
48823,5,37,65,83,No Shipping Class Assigned,,,,,,,
48824,5,37,65,83,No Shipping Class Assigned,,,,,,,
48825,5,37,65,83,No Shipping Class Assigned,,,,,,,
48826,5,37,65,83,No Shipping Class Assigned,,,,,,,
48827,5,37,65,83,No Shipping Class Assigned,,,,,,,
48829,5,37,65,83,No Shipping Class Assigned,,,,,,,
48830,5,37,65,83,No Shipping Class Assigned,,,,,,,
48831,5,37,65,83,No Shipping Class Assigned,,,,,,,
48832,5,37,65,83,No Shipping Class Assigned,,,,,,,
48833,5,37,65,83,No Shipping Class Assigned,,,,,,,
48834,5,37,65,83,No Shipping Class Assigned,,,,,,,
48835,5,37,65,83,No Shipping Class Assigned,,,,,,,
48836,5,37,65,83,No Shipping Class Assigned,,,,,,,
48837,5,37,65,83,No Shipping Class Assigned,,,,,,,
48838,5,37,65,83,No Shipping Class Assigned,,,,,,,
48840,5,37,65,83,No Shipping Class Assigned,,,,,,,
48841,5,37,65,83,No Shipping Class Assigned,,,,,,,
48842,5,37,65,83,No Shipping Class Assigned,,,,,,,
48843,5,37,65,83,No Shipping Class Assigned,,,,,,,
48844,5,37,65,83,No Shipping Class Assigned,,,,,,,
48845,5,37,65,83,No Shipping Class Assigned,,,,,,,
48846,5,37,65,83,No Shipping Class Assigned,,,,,,,
48847,5,37,65,83,No Shipping Class Assigned,,,,,,,
48848,5,37,65,83,No Shipping Class Assigned,,,,,,,
48849,5,37,65,83,No Shipping Class Assigned,,,,,,,
48850,5,37,65,83,No Shipping Class Assigned,,,,,,,
48851,5,37,65,83,No Shipping Class Assigned,,,,,,,
48852,5,37,65,83,No Shipping Class Assigned,,,,,,,
48853,5,37,65,83,No Shipping Class Assigned,,,,,,,
48854,5,37,65,83,No Shipping Class Assigned,,,,,,,
48855,5,37,65,83,No Shipping Class Assigned,,,,,,,
48856,5,37,65,83,No Shipping Class Assigned,,,,,,,
48857,5,37,65,83,No Shipping Class Assigned,,,,,,,
48858,5,37,65,83,No Shipping Class Assigned,,,,,,,
48859,5,37,65,83,No Shipping Class Assigned,,,,,,,
48860,5,37,65,83,No Shipping Class Assigned,,,,,,,
48861,5,37,65,83,No Shipping Class Assigned,,,,,,,
48862,5,37,65,83,No Shipping Class Assigned,,,,,,,
48863,5,37,65,83,No Shipping Class Assigned,,,,,,,
48864,5,37,65,83,No Shipping Class Assigned,,,,,,,
48865,5,37,65,83,No Shipping Class Assigned,,,,,,,
48866,5,37,65,83,No Shipping Class Assigned,,,,,,,
48867,5,37,65,83,No Shipping Class Assigned,,,,,,,
48870,5,37,65,83,No Shipping Class Assigned,,,,,,,
48871,5,37,65,83,No Shipping Class Assigned,,,,,,,
48872,5,37,65,83,No Shipping Class Assigned,,,,,,,
48873,5,37,65,83,No Shipping Class Assigned,,,,,,,
48874,5,37,65,83,No Shipping Class Assigned,,,,,,,
48875,5,37,65,83,No Shipping Class Assigned,,,,,,,
48876,5,37,65,83,No Shipping Class Assigned,,,,,,,
48877,5,37,65,83,No Shipping Class Assigned,,,,,,,
48878,5,37,65,83,No Shipping Class Assigned,,,,,,,
48879,5,37,65,83,No Shipping Class Assigned,,,,,,,
48880,5,37,65,83,No Shipping Class Assigned,,,,,,,
48881,5,37,65,83,No Shipping Class Assigned,,,,,,,
48882,5,37,65,83,No Shipping Class Assigned,,,,,,,
48883,5,37,65,83,No Shipping Class Assigned,,,,,,,
48884,5,37,65,83,No Shipping Class Assigned,,,,,,,
48885,5,37,65,83,No Shipping Class Assigned,,,,,,,
48886,5,37,65,83,No Shipping Class Assigned,,,,,,,
48887,5,37,65,83,No Shipping Class Assigned,,,,,,,
48888,5,37,65,83,No Shipping Class Assigned,,,,,,,
48889,5,37,65,83,No Shipping Class Assigned,,,,,,,
48890,5,37,65,83,No Shipping Class Assigned,,,,,,,
48891,5,37,65,83,No Shipping Class Assigned,,,,,,,
48892,5,37,65,83,No Shipping Class Assigned,,,,,,,
48893,5,37,65,83,No Shipping Class Assigned,,,,,,,
48894,5,37,65,83,No Shipping Class Assigned,,,,,,,
48895,5,37,65,83,No Shipping Class Assigned,,,,,,,
48896,5,37,65,83,No Shipping Class Assigned,,,,,,,
48897,5,37,65,83,No Shipping Class Assigned,,,,,,,
48900,5,37,65,83,No Shipping Class Assigned,,,,,,,
48901,5,37,65,83,No Shipping Class Assigned,,,,,,,
48906,5,37,65,83,No Shipping Class Assigned,,,,,,,
48907,5,37,65,83,No Shipping Class Assigned,,,,,,,
48908,5,37,65,83,No Shipping Class Assigned,,,,,,,
48909,5,37,65,83,No Shipping Class Assigned,,,,,,,
48910,5,37,65,83,No Shipping Class Assigned,,,,,,,
48911,5,37,65,83,No Shipping Class Assigned,,,,,,,
48912,5,37,65,83,No Shipping Class Assigned,,,,,,,
48913,5,37,65,83,No Shipping Class Assigned,,,,,,,
48915,5,37,65,83,No Shipping Class Assigned,,,,,,,
48916,5,37,65,83,No Shipping Class Assigned,,,,,,,
48917,5,37,65,83,No Shipping Class Assigned,,,,,,,
48918,5,37,65,83,No Shipping Class Assigned,,,,,,,
48919,5,37,65,83,No Shipping Class Assigned,,,,,,,
48921,5,37,65,83,No Shipping Class Assigned,,,,,,,
48922,5,37,65,83,No Shipping Class Assigned,,,,,,,
48924,5,37,65,83,No Shipping Class Assigned,,,,,,,
48929,5,37,65,83,No Shipping Class Assigned,,,,,,,
48930,5,37,65,83,No Shipping Class Assigned,,,,,,,
48933,5,37,65,83,No Shipping Class Assigned,,,,,,,
48937,5,37,65,83,No Shipping Class Assigned,,,,,,,
48950,5,37,65,83,No Shipping Class Assigned,,,,,,,
48951,5,37,65,83,No Shipping Class Assigned,,,,,,,
48956,5,37,65,83,No Shipping Class Assigned,,,,,,,
48980,5,37,65,83,No Shipping Class Assigned,,,,,,,
49001,5,37,65,83,No Shipping Class Assigned,,,,,,,
49002,5,37,65,83,No Shipping Class Assigned,,,,,,,
49003,5,37,65,83,No Shipping Class Assigned,,,,,,,
49004,5,37,65,83,No Shipping Class Assigned,,,,,,,
49005,5,37,65,83,No Shipping Class Assigned,,,,,,,
49006,5,37,65,83,No Shipping Class Assigned,,,,,,,
49007,5,37,65,83,No Shipping Class Assigned,,,,,,,
49008,5,37,65,83,No Shipping Class Assigned,,,,,,,
49009,5,37,65,83,No Shipping Class Assigned,,,,,,,
49010,5,37,65,83,No Shipping Class Assigned,,,,,,,
49011,5,37,65,83,No Shipping Class Assigned,,,,,,,
49012,5,37,65,83,No Shipping Class Assigned,,,,,,,
49013,5,37,65,83,No Shipping Class Assigned,,,,,,,
49014,5,37,65,83,No Shipping Class Assigned,,,,,,,
49015,5,37,65,83,No Shipping Class Assigned,,,,,,,
49016,5,37,65,83,No Shipping Class Assigned,,,,,,,
49017,5,37,65,83,No Shipping Class Assigned,,,,,,,
49018,5,37,65,83,No Shipping Class Assigned,,,,,,,
49019,5,37,65,83,No Shipping Class Assigned,,,,,,,
49020,5,37,65,83,No Shipping Class Assigned,,,,,,,
49021,5,37,65,83,No Shipping Class Assigned,,,,,,,
49022,5,37,65,83,No Shipping Class Assigned,,,,,,,
49023,5,37,65,83,No Shipping Class Assigned,,,,,,,
49024,5,37,65,83,No Shipping Class Assigned,,,,,,,
49026,5,37,65,83,No Shipping Class Assigned,,,,,,,
49027,5,37,65,83,No Shipping Class Assigned,,,,,,,
49028,5,37,65,83,No Shipping Class Assigned,,,,,,,
49029,5,37,65,83,No Shipping Class Assigned,,,,,,,
49030,5,37,65,83,No Shipping Class Assigned,,,,,,,
49031,5,37,65,83,No Shipping Class Assigned,,,,,,,
49032,5,37,65,83,No Shipping Class Assigned,,,,,,,
49033,5,37,65,83,No Shipping Class Assigned,,,,,,,
49034,5,37,65,83,No Shipping Class Assigned,,,,,,,
49035,5,37,65,83,No Shipping Class Assigned,,,,,,,
49036,5,37,65,83,No Shipping Class Assigned,,,,,,,
49037,5,37,65,83,No Shipping Class Assigned,,,,,,,
49038,5,37,65,83,No Shipping Class Assigned,,,,,,,
49039,5,37,65,83,No Shipping Class Assigned,,,,,,,
49040,5,37,65,83,No Shipping Class Assigned,,,,,,,
49041,5,37,65,83,No Shipping Class Assigned,,,,,,,
49042,5,37,65,83,No Shipping Class Assigned,,,,,,,
49043,5,37,65,83,No Shipping Class Assigned,,,,,,,
49045,5,37,65,83,No Shipping Class Assigned,,,,,,,
49046,5,37,65,83,No Shipping Class Assigned,,,,,,,
49047,5,37,65,83,No Shipping Class Assigned,,,,,,,
49048,5,37,65,83,No Shipping Class Assigned,,,,,,,
49050,5,37,65,83,No Shipping Class Assigned,,,,,,,
49051,5,37,65,83,No Shipping Class Assigned,,,,,,,
49052,5,37,65,83,No Shipping Class Assigned,,,,,,,
49053,5,37,65,83,No Shipping Class Assigned,,,,,,,
49055,5,37,65,83,No Shipping Class Assigned,,,,,,,
49056,5,37,65,83,No Shipping Class Assigned,,,,,,,
49057,5,37,65,83,No Shipping Class Assigned,,,,,,,
49058,5,37,65,83,No Shipping Class Assigned,,,,,,,
49060,5,37,65,83,No Shipping Class Assigned,,,,,,,
49061,5,37,65,83,No Shipping Class Assigned,,,,,,,
49062,5,37,65,83,No Shipping Class Assigned,,,,,,,
49063,5,37,65,83,No Shipping Class Assigned,,,,,,,
49064,5,37,65,83,No Shipping Class Assigned,,,,,,,
49065,5,37,65,83,No Shipping Class Assigned,,,,,,,
49066,5,37,65,83,No Shipping Class Assigned,,,,,,,
49067,5,37,65,83,No Shipping Class Assigned,,,,,,,
49068,5,37,65,83,No Shipping Class Assigned,,,,,,,
49069,5,37,65,83,No Shipping Class Assigned,,,,,,,
49070,5,37,65,83,No Shipping Class Assigned,,,,,,,
49071,5,37,65,83,No Shipping Class Assigned,,,,,,,
49072,5,37,65,83,No Shipping Class Assigned,,,,,,,
49073,5,37,65,83,No Shipping Class Assigned,,,,,,,
49074,5,37,65,83,No Shipping Class Assigned,,,,,,,
49075,5,37,65,83,No Shipping Class Assigned,,,,,,,
49076,5,37,65,83,No Shipping Class Assigned,,,,,,,
49077,5,37,65,83,No Shipping Class Assigned,,,,,,,
49078,5,37,65,83,No Shipping Class Assigned,,,,,,,
49079,5,37,65,83,No Shipping Class Assigned,,,,,,,
49080,5,37,65,83,No Shipping Class Assigned,,,,,,,
49081,5,37,65,83,No Shipping Class Assigned,,,,,,,
49082,5,37,65,83,No Shipping Class Assigned,,,,,,,
49083,5,37,65,83,No Shipping Class Assigned,,,,,,,
49084,5,37,65,83,No Shipping Class Assigned,,,,,,,
49085,5,37,65,83,No Shipping Class Assigned,,,,,,,
