"Zipcode","ZoneName","Small","Medium","Large","ShippingClass"
"10104","5","37","65","83",""
"10105","5","37","65","83",""
"10106","5","37","65","83",""
"10107","5","37","65","83",""
"10108","5","37","65","83",""
"10109","5","37","65","83",""
"10110","5","37","65","83",""
"10111","5","37","65","83",""
"10112","5","37","65","83",""
"10113","5","37","65","83",""
"10114","5","37","65","83",""
"10115","5","37","65","83",""
"10116","5","37","65","83",""
"10117","5","37","65","83",""
"10118","5","37","65","83",""
"10119","5","37","65","83",""
"10120","5","37","65","83",""
"10121","5","37","65","83",""
"10122","5","37","65","83",""
"10123","5","37","65","83",""
"10124","5","37","65","83",""
"10125","5","37","65","83",""
"10126","5","37","65","83",""
"10128","5","37","65","83",""
"10129","5","37","65","83",""
"10130","5","37","65","83",""
"10131","5","37","65","83",""
"10132","5","37","65","83",""
"10133","5","37","65","83",""
"10138","5","37","65","83",""
"10149","5","37","65","83",""
"10150","5","37","65","83",""
"10151","5","37","65","83",""
"10152","5","37","65","83",""
"10153","5","37","65","83",""
"10154","5","37","65","83",""
"10155","5","37","65","83",""
"10156","5","37","65","83",""
"10157","5","37","65","83",""
"10158","5","37","65","83",""
"10159","5","37","65","83",""
"10160","5","37","65","83",""
"10161","5","37","65","83",""
"10162","5","37","65","83",""
"10163","5","37","65","83",""
"10164","5","37","65","83",""
"10165","5","37","65","83",""
"10166","5","37","65","83",""
"10167","5","37","65","83",""
"10168","5","37","65","83",""
"10169","5","37","65","83",""
"10170","5","37","65","83",""
"10171","5","37","65","83",""
"10172","5","37","65","83",""
"10173","5","37","65","83",""
"10174","5","37","65","83",""
"10175","5","37","65","83",""
"10176","5","37","65","83",""
"10177","5","37","65","83",""
"10178","5","37","65","83",""
"10179","5","37","65","83",""
"10184","5","37","65","83",""
"10185","5","37","65","83",""
"10196","5","37","65","83",""
"10197","5","37","65","83",""
"10199","5","37","65","83",""
"10203","5","37","65","83",""
"10211","5","37","65","83",""
"10212","5","37","65","83",""
"10213","5","37","65","83",""
"10242","5","37","65","83",""
"10249","5","37","65","83",""
"10256","5","37","65","83",""
"10257","5","37","65","83",""
"10258","5","37","65","83",""
"10259","5","37","65","83",""
"10260","5","37","65","83",""
"10261","5","37","65","83",""
"10265","5","37","65","83",""
"10268","5","37","65","83",""
"10269","5","37","65","83",""
"10270","5","37","65","83",""
"10271","5","37","65","83",""
"10272","5","37","65","83",""
"10273","5","37","65","83",""
"10274","5","37","65","83",""
"10275","5","37","65","83",""
"10276","5","37","65","83",""
"10277","5","37","65","83",""
"10278","5","37","65","83",""
"10279","5","37","65","83",""
"10280","5","37","65","83",""
"10281","5","37","65","83",""
"10282","5","37","65","83",""
"10285","5","37","65","83",""
"10286","5","37","65","83",""
"10292","5","37","65","83",""
"10301","5","37","65","83",""
"10302","5","37","65","83",""
"10303","5","37","65","83",""
"10304","5","37","65","83",""
"10305","5","37","65","83",""
"10306","5","37","65","83",""
"10307","5","37","65","83",""
"10308","5","37","65","83",""
"10309","5","37","65","83",""
"10310","5","37","65","83",""
"10311","5","37","65","83",""
"10312","5","37","65","83",""
"10313","5","37","65","83",""
"10314","5","37","65","83",""
"10400","5","37","65","83",""
"10451","5","37","65","83",""
"10452","5","37","65","83",""
"10453","5","37","65","83",""
"10454","5","37","65","83",""
"10455","5","37","65","83",""
"10456","5","37","65","83",""
"10457","5","37","65","83",""
"10458","5","37","65","83",""
"10459","5","37","65","83",""
"10460","5","37","65","83",""
"10461","5","37","65","83",""
"10462","5","37","65","83",""
"10463","5","37","65","83",""
"10464","5","37","65","83",""
"10465","5","37","65","83",""
"10466","5","37","65","83",""
"10467","5","37","65","83",""
"10468","5","37","65","83",""
"10469","5","37","65","83",""
"10470","5","37","65","83",""
"10471","5","37","65","83",""
"10472","5","37","65","83",""
"10473","5","37","65","83",""
"10474","5","37","65","83",""
"10475","5","37","65","83",""
"10499","5","37","65","83",""
"10501","5","37","65","83",""
"10502","5","37","65","83",""
"10503","5","37","65","83",""
"10504","5","37","65","83",""
"10505","5","37","65","83",""
"10506","5","37","65","83",""
"10507","5","37","65","83",""
"10509","5","37","65","83",""
"10510","5","37","65","83",""
"10511","5","37","65","83",""
"10512","5","37","65","83",""
"10514","5","37","65","83",""
"10516","5","37","65","83",""
"10517","5","37","65","83",""
"10518","5","37","65","83",""
"10519","5","37","65","83",""
"10520","5","37","65","83",""
"10521","5","37","65","83",""
"10522","5","37","65","83",""
"10523","5","37","65","83",""
"10524","5","37","65","83",""
"10526","5","37","65","83",""
"10527","5","37","65","83",""
"10528","5","37","65","83",""
"10530","5","37","65","83",""
"10532","5","37","65","83",""
"10533","5","37","65","83",""
"10535","5","37","65","83",""
"10536","5","37","65","83",""
"10537","5","37","65","83",""
"10538","5","37","65","83",""
"10540","5","37","65","83",""
"10541","5","37","65","83",""
"10542","5","37","65","83",""
"10543","5","37","65","83",""
"10545","5","37","65","83",""
"10546","5","37","65","83",""
"10547","5","37","65","83",""
"10548","5","37","65","83",""
"10549","5","37","65","83",""
"10550","5","37","65","83",""
"10551","5","37","65","83",""
"10552","5","37","65","83",""
"10553","5","37","65","83",""
"10557","5","37","65","83",""
"10558","5","37","65","83",""
"10559","5","37","65","83",""
"10560","5","37","65","83",""
"10562","5","37","65","83",""
"10566","5","37","65","83",""
"10567","5","37","65","83",""
"10570","5","37","65","83",""
"10571","5","37","65","83",""
"10572","5","37","65","83",""
"10573","5","37","65","83",""
"10576","5","37","65","83",""
"10577","5","37","65","83",""
"10578","5","37","65","83",""
"10579","5","37","65","83",""
"10580","5","37","65","83",""
"10581","5","37","65","83",""
"10583","5","37","65","83",""
"10587","5","37","65","83",""
"10588","5","37","65","83",""
"10589","5","37","65","83",""
"10590","5","37","65","83",""
"10591","5","37","65","83",""
"10592","5","37","65","83",""
"10594","5","37","65","83",""
"10595","5","37","65","83",""
"10596","5","37","65","83",""
"10597","5","37","65","83",""
"10598","5","37","65","83",""
"10601","5","37","65","83",""
"10602","5","37","65","83",""
"10603","5","37","65","83",""
"10604","5","37","65","83",""
"10605","5","37","65","83",""
"10606","5","37","65","83",""
"10607","5","37","65","83",""
"10610","5","37","65","83",""
"10625","5","37","65","83",""
"10629","5","37","65","83",""
"10633","5","37","65","83",""
"10650","5","37","65","83",""
"10701","5","37","65","83",""
"10702","5","37","65","83",""
"10703","5","37","65","83",""
"10704","5","37","65","83",""
"10705","5","37","65","83",""
"10706","5","37","65","83",""
"10707","5","37","65","83",""
"10708","5","37","65","83",""
"10709","5","37","65","83",""
"10710","5","37","65","83",""
"10801","5","37","65","83",""
"10802","5","37","65","83",""
"10803","5","37","65","83",""
"10804","5","37","65","83",""
"10805","5","37","65","83",""
"10901","5","37","65","83",""
"10910","5","37","65","83",""
"10911","5","37","65","83",""
"10912","5","37","65","83",""
"10913","5","37","65","83",""
"10914","5","37","65","83",""
"10915","5","37","65","83",""
"10916","5","37","65","83",""
"10917","5","37","65","83",""
"10918","5","37","65","83",""
"10919","5","37","65","83",""
"10920","5","37","65","83",""
"10921","5","37","65","83",""
"10922","5","37","65","83",""
"10923","5","37","65","83",""
"10924","5","37","65","83",""
"10925","5","37","65","83",""
"10926","5","37","65","83",""
"10927","5","37","65","83",""
"10928","5","37","65","83",""
"10930","5","37","65","83",""
"10931","5","37","65","83",""
"10932","5","37","65","83",""
"10933","5","37","65","83",""
"10940","5","37","65","83",""
"10941","5","37","65","83",""
"10943","5","37","65","83",""
"10949","5","37","65","83",""
"10950","5","37","65","83",""
"10951","5","37","65","83",""
"10952","5","37","65","83",""
"10953","5","37","65","83",""
"10954","5","37","65","83",""
"10956","5","37","65","83",""
"10958","5","37","65","83",""
"10959","5","37","65","83",""
"10960","5","37","65","83",""
"10962","5","37","65","83",""
"10963","5","37","65","83",""
"10964","5","37","65","83",""
"10965","5","37","65","83",""
"10968","5","37","65","83",""
"10969","5","37","65","83",""
"10970","5","37","65","83",""
"10973","5","37","65","83",""
"10974","5","37","65","83",""
"10975","5","37","65","83",""
"10976","5","37","65","83",""
"10977","5","37","65","83",""
"10979","5","37","65","83",""
"10980","5","37","65","83",""
"10981","5","37","65","83",""
"10982","5","37","65","83",""
"10983","5","37","65","83",""
"10984","5","37","65","83",""
"10985","5","37","65","83",""
"10986","5","37","65","83",""
"10987","5","37","65","83",""
"10988","5","37","65","83",""
"10989","5","37","65","83",""
"10990","5","37","65","83",""
"10992","5","37","65","83",""
"10993","5","37","65","83",""
"10994","5","37","65","83",""
"10995","5","37","65","83",""
"10996","5","37","65","83",""
"10997","5","37","65","83",""
"10998","5","37","65","83",""
"11001","5","37","65","83",""
"11002","5","37","65","83",""
"11003","5","37","65","83",""
"11004","5","37","65","83",""
"11005","5","37","65","83",""
"11010","5","37","65","83",""
"11020","5","37","65","83",""
"11021","5","37","65","83",""
"11022","5","37","65","83",""
"11023","5","37","65","83",""
"11024","5","37","65","83",""
"11025","5","37","65","83",""
"11026","5","37","65","83",""
"11027","5","37","65","83",""
"11030","5","37","65","83",""
"11040","5","37","65","83",""
"11041","5","37","65","83",""
"11042","5","37","65","83",""
"11043","5","37","65","83",""
"11044","5","37","65","83",""
"11050","5","37","65","83",""
"11051","5","37","65","83",""
"11052","5","37","65","83",""
"11053","5","37","65","83",""
"11054","5","37","65","83",""
"11055","5","37","65","83",""
"11096","5","37","65","83",""
"11099","5","37","65","83",""
"11101","5","37","65","83",""
"11102","5","37","65","83",""
"11103","5","37","65","83",""
"11104","5","37","65","83",""
"11105","5","37","65","83",""
"11106","5","37","65","83",""
"11109","5","37","65","83",""
"11120","5","37","65","83",""
"11201","5","37","65","83",""
"11202","5","37","65","83",""
"11203","5","37","65","83",""
"11204","5","37","65","83",""
"11205","5","37","65","83",""
"11206","5","37","65","83",""
"11207","5","37","65","83",""
"11208","5","37","65","83",""
"11209","5","37","65","83",""
"11210","5","37","65","83",""
"11211","5","37","65","83",""
"11212","5","37","65","83",""
"11213","5","37","65","83",""
"11214","5","37","65","83",""
"11215","5","37","65","83",""
"11216","5","37","65","83",""
"11217","5","37","65","83",""
"11218","5","37","65","83",""
"11219","5","37","65","83",""
"11220","5","37","65","83",""
"11221","5","37","65","83",""
"11222","5","37","65","83",""
"11223","5","37","65","83",""
"11224","5","37","65","83",""
"11225","5","37","65","83",""
"11226","5","37","65","83",""
"11228","5","37","65","83",""
"11229","5","37","65","83",""
"11230","5","37","65","83",""
"11231","5","37","65","83",""
"11232","5","37","65","83",""
"11233","5","37","65","83",""
"11234","5","37","65","83",""
"11235","5","37","65","83",""
"11236","5","37","65","83",""
"11237","5","37","65","83",""
"11238","5","37","65","83",""
"11239","5","37","65","83",""
"11240","5","37","65","83",""
"11241","5","37","65","83",""
"11242","5","37","65","83",""
"11243","5","37","65","83",""
"11244","5","37","65","83",""
"11245","5","37","65","83",""
"11247","5","37","65","83",""
"11248","5","37","65","83",""
"11249","5","37","65","83",""
"11251","5","37","65","83",""
"11252","5","37","65","83",""
"11254","5","37","65","83",""
"11255","5","37","65","83",""
"11256","5","37","65","83",""
"11351","5","37","65","83",""
"11352","5","37","65","83",""
"11353","5","37","65","83",""
"11354","5","37","65","83",""
"11355","5","37","65","83",""
"11356","5","37","65","83",""
"11357","5","37","65","83",""
"11358","5","37","65","83",""
"11359","5","37","65","83",""
"11360","5","37","65","83",""
"11361","5","37","65","83",""
"11362","5","37","65","83",""
"11363","5","37","65","83",""
"11364","5","37","65","83",""
"11365","5","37","65","83",""
"11366","5","37","65","83",""
"11367","5","37","65","83",""
"11368","5","37","65","83",""
"11369","5","37","65","83",""
"11370","5","37","65","83",""
"11371","5","37","65","83",""
"11372","5","37","65","83",""
"11373","5","37","65","83",""
"11374","5","37","65","83",""
"11375","5","37","65","83",""
"11377","5","37","65","83",""
"11378","5","37","65","83",""
"11379","5","37","65","83",""
"11380","5","37","65","83",""
"11381","5","37","65","83",""
"11385","5","37","65","83",""
"11386","5","37","65","83",""
"11388","5","37","65","83",""
"11390","5","37","65","83",""
"11402","5","37","65","83",""
"11405","5","37","65","83",""
"11406","5","37","65","83",""
"11407","5","37","65","83",""
"11408","5","37","65","83",""
"11410","5","37","65","83",""
"11411","5","37","65","83",""
"11412","5","37","65","83",""
"11413","5","37","65","83",""
"11414","5","37","65","83",""
"11415","5","37","65","83",""
"11416","5","37","65","83",""
"11417","5","37","65","83",""
"11418","5","37","65","83",""
"11419","5","37","65","83",""
"11420","5","37","65","83",""
"11421","5","37","65","83",""
"11422","5","37","65","83",""
"11423","5","37","65","83",""
"11424","5","37","65","83",""
"11425","5","37","65","83",""
"11426","5","37","65","83",""
"11427","5","37","65","83",""
"11428","5","37","65","83",""
"11429","5","37","65","83",""
"11430","5","37","65","83",""
"11431","5","37","65","83",""
"11432","5","37","65","83",""
"11433","5","37","65","83",""
"11434","5","37","65","83",""
"11435","5","37","65","83",""
"11436","5","37","65","83",""
"11439","5","37","65","83",""
"11440","5","37","65","83",""
"11441","5","37","65","83",""
"11446","5","37","65","83",""
"11447","5","37","65","83",""
"11450","5","37","65","83",""
"11451","5","37","65","83",""
"11452","5","37","65","83",""
"11460","5","37","65","83",""
"11470","5","37","65","83",""
"11472","5","37","65","83",""
"11474","5","37","65","83",""
"11476","5","37","65","83",""
"11478","5","37","65","83",""
"11480","5","37","65","83",""
"11482","5","37","65","83",""
"11484","5","37","65","83",""
"11486","5","37","65","83",""
"11488","5","37","65","83",""
"11499","5","37","65","83",""
"11501","5","37","65","83",""
"11507","5","37","65","83",""
"11509","5","37","65","83",""
"11510","5","37","65","83",""
"11514","5","37","65","83",""
"11516","5","37","65","83",""
"11518","5","37","65","83",""
"11520","5","37","65","83",""
"11530","5","37","65","83",""
"11531","5","37","65","83",""
"11535","5","37","65","83",""
"11536","5","37","65","83",""
"11542","5","37","65","83",""
"11545","5","37","65","83",""
"11547","5","37","65","83",""
"11548","5","37","65","83",""
"11549","5","37","65","83",""
"11550","5","37","65","83",""
"11551","5","37","65","83",""
"11552","5","37","65","83",""
"11553","5","37","65","83",""
"11554","5","37","65","83",""
"11555","5","37","65","83",""
"11556","5","37","65","83",""
"11557","5","37","65","83",""
"11558","5","37","65","83",""
"11559","5","37","65","83",""
"11560","5","37","65","83",""
"11561","5","37","65","83",""
"11563","5","37","65","83",""
"11564","5","37","65","83",""
"11565","5","37","65","83",""
"11566","5","37","65","83",""
"11568","5","37","65","83",""
"11569","5","37","65","83",""
"11570","5","37","65","83",""
"11571","5","37","65","83",""
"11572","5","37","65","83",""
"11575","5","37","65","83",""
"11576","5","37","65","83",""
"11577","5","37","65","83",""
"11579","5","37","65","83",""
"11580","5","37","65","83",""
"11581","5","37","65","83",""
"11582","5","37","65","83",""
"11583","5","37","65","83",""
"11588","5","37","65","83",""
"11590","5","37","65","83",""
"11592","5","37","65","83",""
"11593","5","37","65","83",""
"11594","5","37","65","83",""
"11595","5","37","65","83",""
"11596","5","37","65","83",""
"11597","5","37","65","83",""
"11598","5","37","65","83",""
"11599","5","37","65","83",""
"11690","5","37","65","83",""
"11691","5","37","65","83",""
"11692","5","37","65","83",""
"11693","5","37","65","83",""
"11694","5","37","65","83",""
"11695","5","37","65","83",""
"11696","5","37","65","83",""
"11697","5","37","65","83",""
"11701","5","37","65","83",""
"11702","5","37","65","83",""
"11703","5","37","65","83",""
"11704","5","37","65","83",""
"11705","5","37","65","83",""
"11706","5","37","65","83",""
"11707","5","37","65","83",""
"11708","5","37","65","83",""
"11709","5","37","65","83",""
"11710","5","37","65","83",""
"11713","5","37","65","83",""
"11714","5","37","65","83",""
"11715","5","37","65","83",""
"11716","5","37","65","83",""
"11717","5","37","65","83",""
"11718","5","37","65","83",""
"11719","5","37","65","83",""
"11720","5","37","65","83",""
"11721","5","37","65","83",""
"11722","5","37","65","83",""
"11724","5","37","65","83",""
"11725","5","37","65","83",""
"11726","5","37","65","83",""
"11727","5","37","65","83",""
"11729","5","37","65","83",""
"11730","5","37","65","83",""
"11731","5","37","65","83",""
"11732","5","37","65","83",""
"11733","5","37","65","83",""
"11735","5","37","65","83",""
"11736","5","37","65","83",""
"11737","5","37","65","83",""
"11738","5","37","65","83",""
"11739","5","37","65","83",""
"11740","5","37","65","83",""
"11741","5","37","65","83",""
"11742","5","37","65","83",""
"11743","5","37","65","83",""
"11745","5","37","65","83",""
"11746","5","37","65","83",""
"11747","5","37","65","83",""
"11749","5","37","65","83",""
"11750","5","37","65","83",""
"11751","5","37","65","83",""
"11752","5","37","65","83",""
"11753","5","37","65","83",""
"11754","5","37","65","83",""
"11755","5","37","65","83",""
"11756","5","37","65","83",""
"11757","5","37","65","83",""
"11758","5","37","65","83",""
"11760","5","37","65","83",""
"11762","5","37","65","83",""
"11763","5","37","65","83",""
"11764","5","37","65","83",""
"11765","5","37","65","83",""
"11766","5","37","65","83",""
"11767","5","37","65","83",""
"11768","5","37","65","83",""
"11769","5","37","65","83",""
"11770","5","37","65","83",""
"11771","5","37","65","83",""
"11772","5","37","65","83",""
"11773","5","37","65","83",""
"11774","5","37","65","83",""
"11775","5","37","65","83",""
"11776","5","37","65","83",""
"11777","5","37","65","83",""
"11778","5","37","65","83",""
"11779","5","37","65","83",""
"11780","5","37","65","83",""
"11782","5","37","65","83",""
"11783","5","37","65","83",""
"11784","5","37","65","83",""
"11786","5","37","65","83",""
"11787","5","37","65","83",""
"11788","5","37","65","83",""
"11789","5","37","65","83",""
"11790","5","37","65","83",""
"11791","5","37","65","83",""
"11792","5","37","65","83",""
"11793","5","37","65","83",""
"11794","5","37","65","83",""
"11795","5","37","65","83",""
"11796","5","37","65","83",""
"11797","5","37","65","83",""
"11798","5","37","65","83",""
"11801","5","37","65","83",""
"11802","5","37","65","83",""
"11803","5","37","65","83",""
"11804","5","37","65","83",""
"11805","5","37","65","83",""
"11815","5","37","65","83",""
"11819","5","37","65","83",""
"11853","5","37","65","83",""
"11854","5","37","65","83",""
"11855","5","37","65","83",""
"11901","5","37","65","83",""
"11930","5","37","65","83",""
"11931","5","37","65","83",""
"11932","5","37","65","83",""
"11933","5","37","65","83",""
"11934","5","37","65","83",""
"11935","5","37","65","83",""
"11937","5","37","65","83",""
"11939","5","37","65","83",""
"11940","5","37","65","83",""
"11941","5","37","65","83",""
"11942","5","37","65","83",""
"11944","5","37","65","83",""
"11946","5","37","65","83",""
"11947","5","37","65","83",""
"11948","5","37","65","83",""
"11949","5","37","65","83",""
"11950","5","37","65","83",""
"11951","5","37","65","83",""
"11952","5","37","65","83",""
"11953","5","37","65","83",""
"11954","5","37","65","83",""
"11955","5","37","65","83",""
"11956","5","37","65","83",""
"11957","5","37","65","83",""
"11958","5","37","65","83",""
"11959","5","37","65","83",""
"11960","5","37","65","83",""
"11961","5","37","65","83",""
"11962","5","37","65","83",""
"11963","5","37","65","83",""
"11964","5","37","65","83",""
"11965","5","37","65","83",""
"11967","5","37","65","83",""
"11968","5","37","65","83",""
"11969","5","37","65","83",""
"11970","5","37","65","83",""
"11971","5","37","65","83",""
"11972","5","37","65","83",""
"11973","5","37","65","83",""
"11975","5","37","65","83",""
"11976","5","37","65","83",""
"11977","5","37","65","83",""
"11978","5","37","65","83",""
"11980","5","37","65","83",""
"12007","6","41","70","86",""
"12008","6","41","70","86",""
"12009","6","41","70","86",""
"12010","6","41","70","86",""
"12015","6","41","70","86",""
"12016","6","41","70","86",""
"12017","6","41","70","86",""
"12018","6","41","70","86",""
"12019","6","41","70","86",""
"12020","6","41","70","86",""
"12022","6","41","70","86",""
"12023","6","41","70","86",""
"12024","6","41","70","86",""
"12025","6","41","70","86",""
"12026","6","41","70","86",""
"12027","6","41","70","86",""
"12028","6","41","70","86",""
"12029","6","41","70","86",""
"12031","6","41","70","86",""
"12032","6","41","70","86",""
"12033","6","41","70","86",""
"12035","6","41","70","86",""
"12036","6","41","70","86",""
"12037","6","41","70","86",""
"12040","6","41","70","86",""
"12041","6","41","70","86",""
"12042","6","41","70","86",""
"12043","6","41","70","86",""
"12045","6","41","70","86",""
"12046","6","41","70","86",""
"12047","6","41","70","86",""
"12050","6","41","70","86",""
"12051","6","41","70","86",""
"12052","6","41","70","86",""
"12053","6","41","70","86",""
"12054","6","41","70","86",""
"12055","6","41","70","86",""
"12056","6","41","70","86",""
"12057","6","41","70","86",""
"12058","6","41","70","86",""
"12059","6","41","70","86",""
"12060","6","41","70","86",""
"12061","6","41","70","86",""
"12062","6","41","70","86",""
"12063","6","41","70","86",""
"12064","6","41","70","86",""
"12065","6","41","70","86",""
"12066","6","41","70","86",""
"12067","6","41","70","86",""
"12068","6","41","70","86",""
"12069","6","41","70","86",""
"12070","6","41","70","86",""
"12071","6","41","70","86",""
"12072","6","41","70","86",""
"12073","6","41","70","86",""
"12074","6","41","70","86",""
"12075","6","41","70","86",""
"12076","6","41","70","86",""
"12077","6","41","70","86",""
"12078","6","41","70","86",""
"12082","6","41","70","86",""
"12083","6","41","70","86",""
"12084","6","41","70","86",""
"12085","6","41","70","86",""
"12086","6","41","70","86",""
"12087","6","41","70","86",""
"12089","6","41","70","86",""
"12090","6","41","70","86",""
"12092","6","41","70","86",""
"12093","6","41","70","86",""
"12094","6","41","70","86",""
"12095","6","41","70","86",""
"12106","6","41","70","86",""
"12107","6","41","70","86",""
"12108","6","41","70","86",""
"12110","6","41","70","86",""
"12111","6","41","70","86",""
"12113","6","41","70","86",""
"12115","6","41","70","86",""
"12116","6","41","70","86",""
"12117","6","41","70","86",""
"12118","6","41","70","86",""
"12120","6","41","70","86",""
"12121","6","41","70","86",""
"12122","6","41","70","86",""
"12123","6","41","70","86",""
"12124","6","41","70","86",""
"12125","6","41","70","86",""
"12128","6","41","70","86",""
"12130","6","41","70","86",""
"12131","6","41","70","86",""
"12132","6","41","70","86",""
"12133","6","41","70","86",""
"12134","6","41","70","86",""
"12135","6","41","70","86",""
"12136","6","41","70","86",""
"12137","6","41","70","86",""
"12138","6","41","70","86",""
"12139","6","41","70","86",""
"12140","6","41","70","86",""
"12141","6","41","70","86",""
"12143","6","41","70","86",""
"12144","6","41","70","86",""
"12147","6","41","70","86",""
"12148","6","41","70","86",""
"12149","6","41","70","86",""
"12150","6","41","70","86",""
"12151","6","41","70","86",""
"12153","6","41","70","86",""
"12154","6","41","70","86",""
"12155","6","41","70","86",""
"12156","6","41","70","86",""
"12157","6","41","70","86",""
"12158","6","41","70","86",""
"12159","6","41","70","86",""
"12160","6","41","70","86",""
"12161","6","41","70","86",""
"12162","6","41","70","86",""
"12163","6","41","70","86",""
"12164","6","41","70","86",""
"12165","6","41","70","86",""
"12166","6","41","70","86",""
"12167","6","41","70","86",""
"12168","6","41","70","86",""
"12169","6","41","70","86",""
"12170","6","41","70","86",""
"12172","6","41","70","86",""
"12173","6","41","70","86",""
"12174","6","41","70","86",""
"12175","6","41","70","86",""
"12176","6","41","70","86",""
"12177","6","41","70","86",""
"12179","6","41","70","86",""
"12180","6","41","70","86",""
"12181","6","41","70","86",""
"12182","6","41","70","86",""
"12183","6","41","70","86",""
"12184","6","41","70","86",""
"12185","6","41","70","86",""
"12186","6","41","70","86",""
"12187","6","41","70","86",""
"12188","6","41","70","86",""
"12189","6","41","70","86",""
"12190","6","41","70","86",""
"12192","6","41","70","86",""
"12193","6","41","70","86",""
"12194","6","41","70","86",""
"12195","6","41","70","86",""
"12196","6","41","70","86",""
"12197","6","41","70","86",""
"12198","6","41","70","86",""
"12201","6","41","70","86",""
"12202","6","41","70","86",""
"12203","6","41","70","86",""
"12204","6","41","70","86",""
"12205","6","41","70","86",""
"12206","6","41","70","86",""
"12207","6","41","70","86",""
"12208","6","41","70","86",""
"12209","6","41","70","86",""
"12210","6","41","70","86",""
"12211","6","41","70","86",""
"12212","6","41","70","86",""
"12214","6","41","70","86",""
"12220","6","41","70","86",""
"12222","6","41","70","86",""
"12223","6","41","70","86",""
"12224","6","41","70","86",""
"12225","6","41","70","86",""
"12226","6","41","70","86",""
"12227","6","41","70","86",""
"12228","6","41","70","86",""
"12229","6","41","70","86",""
"12230","6","41","70","86",""
"12231","6","41","70","86",""
"12232","6","41","70","86",""
"12233","6","41","70","86",""
"12234","6","41","70","86",""
"12235","6","41","70","86",""
"12236","6","41","70","86",""
"12237","6","41","70","86",""
"12238","6","41","70","86",""
"12239","6","41","70","86",""
"12240","6","41","70","86",""
"12241","6","41","70","86",""
"12242","6","41","70","86",""
"12243","6","41","70","86",""
"12244","6","41","70","86",""
"12245","6","41","70","86",""
"12246","6","41","70","86",""
"12247","6","41","70","86",""
"12248","6","41","70","86",""
"12249","6","41","70","86",""
"12250","6","41","70","86",""
"12252","6","41","70","86",""
"12255","6","41","70","86",""
"12256","6","41","70","86",""
"12257","6","41","70","86",""
"12260","6","41","70","86",""
"12261","6","41","70","86",""
"12262","6","41","70","86",""
"12288","6","41","70","86",""
"12301","6","41","70","86",""
"12302","6","41","70","86",""
"12303","6","41","70","86",""
"12304","6","41","70","86",""
"12305","6","41","70","86",""
"12306","6","41","70","86",""
"12307","6","41","70","86",""
"12308","6","41","70","86",""
"12309","6","41","70","86",""
"12325","6","41","70","86",""
"12345","6","41","70","86",""
"12401","5","37","65","83",""
"12402","5","37","65","83",""
"12404","5","37","65","83",""
"12405","5","37","65","83",""
"12406","5","37","65","83",""
"12407","5","37","65","83",""
"12409","5","37","65","83",""
"12410","5","37","65","83",""
"12411","5","37","65","83",""
"12412","5","37","65","83",""
"12413","5","37","65","83",""
"12414","5","37","65","83",""
"12415","5","37","65","83",""
"12416","5","37","65","83",""
"12417","5","37","65","83",""
"12418","5","37","65","83",""
"12419","5","37","65","83",""
"12420","5","37","65","83",""
"12421","5","37","65","83",""
"12422","5","37","65","83",""
"12423","5","37","65","83",""
"12424","5","37","65","83",""
"12427","5","37","65","83",""
"12428","5","37","65","83",""
"12429","5","37","65","83",""
"12430","5","37","65","83",""
"12431","5","37","65","83",""
"12432","5","37","65","83",""
"12433","5","37","65","83",""
"12434","5","37","65","83",""
"12435","5","37","65","83",""
"12436","5","37","65","83",""
"12438","5","37","65","83",""
"12439","5","37","65","83",""
"12440","5","37","65","83",""
"12441","5","37","65","83",""
"12442","5","37","65","83",""
"12443","5","37","65","83",""
"12444","5","37","65","83",""
"12446","5","37","65","83",""
"12448","5","37","65","83",""
"12449","5","37","65","83",""
"12450","5","37","65","83",""
"12451","5","37","65","83",""
"12452","5","37","65","83",""
"12453","5","37","65","83",""
"12454","5","37","65","83",""
"12455","5","37","65","83",""
"12456","5","37","65","83",""
"12457","5","37","65","83",""
"12458","5","37","65","83",""
"12459","5","37","65","83",""
"12460","5","37","65","83",""
"12461","5","37","65","83",""
"12463","5","37","65","83",""
"12464","5","37","65","83",""
"12465","5","37","65","83",""
"12466","5","37","65","83",""
"12468","5","37","65","83",""
"12469","5","37","65","83",""
"12470","5","37","65","83",""
"12471","5","37","65","83",""
"12472","5","37","65","83",""
"12473","5","37","65","83",""
"12474","5","37","65","83",""
"12475","5","37","65","83",""
"12477","5","37","65","83",""
"12480","5","37","65","83",""
"12481","5","37","65","83",""
"12482","5","37","65","83",""
"12483","5","37","65","83",""
"12484","5","37","65","83",""
"12485","5","37","65","83",""
"12486","5","37","65","83",""
"12487","5","37","65","83",""
"12489","5","37","65","83",""
"12490","5","37","65","83",""
"12491","5","37","65","83",""
"12492","5","37","65","83",""
"12493","5","37","65","83",""
"12494","5","37","65","83",""
"12495","5","37","65","83",""
"12496","5","37","65","83",""
"12498","5","37","65","83",""
"12501","5","37","65","83",""
"12502","5","37","65","83",""
"12503","5","37","65","83",""
"12504","5","37","65","83",""
"12506","5","37","65","83",""
"12507","5","37","65","83",""
"12508","5","37","65","83",""
"12510","5","37","65","83",""
"12511","5","37","65","83",""
"12512","5","37","65","83",""
"12513","5","37","65","83",""
"12514","5","37","65","83",""
"12515","5","37","65","83",""
"12516","5","37","65","83",""
